principio_ativo;campo;motivo;fonte
azul patente (ampola 2ml) 25mg/ml;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
azul patente (ampola 2ml) 25mg/ml;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
azul patente (ampola 2ml) 25mg/ml;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
azul patente (ampola 2ml) 25mg/ml;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
azul patente (ampola 2ml) 25mg/ml;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
azul patente (ampola 2ml) 25mg/ml;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
acetato 3mg/ml + fosfato (ampola 1ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
acetato 3mg/ml + fosfato (ampola 1ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
acetato 3mg/ml + fosfato (ampola 1ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
acetato 3mg/ml + fosfato (ampola 1ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
acetato 3mg/ml + fosfato (ampola 1ml);tempo_infusao_min;tempo de infusão não informado ou administração em bolus;HU-UFGD_v3
acetato 3mg/ml + fosfato (ampola 1ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
acetato 3mg/ml + fosfato (ampola 1ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
acetato 3mg/ml + fosfato (ampola 1ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
acetato 3mg/ml + fosfato (ampola 1ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
acetato 3mg/ml + fosfato (ampola 1ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
acetato 3mg/ml + fosfato (ampola 1ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
acetato 3mg/ml + fosfato (ampola 1ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
bicarbonato de 250ml) 1meq/ml;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
bicarbonato de 250ml) 1meq/ml;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
bicarbonato de 250ml) 1meq/ml;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
bicarbonato de 250ml) 1meq/ml;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
bicarbonato de 250ml) 1meq/ml;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
bicarbonato de 250ml) 1meq/ml;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
bicarbonato de 250ml) 1meq/ml;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
bicarbonato de 250ml) 1meq/ml;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
bicarbonato de 250ml) 1meq/ml;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
bicarbonato de 250ml) 1meq/ml;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
bicarbonato de 250ml) 1meq/ml;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
bromoprida 5mg/ml (ampola 2ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
bromoprida 5mg/ml (ampola 2ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
bromoprida 5mg/ml (ampola 2ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
bromoprida 5mg/ml (ampola 2ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
bromoprida 5mg/ml (ampola 2ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
bromoprida 5mg/ml (ampola 2ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
bromoprida 5mg/ml (ampola 2ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
bromoprida 5mg/ml (ampola 2ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
bromoprida 5mg/ml (ampola 2ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
bromoprida 5mg/ml (ampola 2ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
bromoprida 5mg/ml (ampola 2ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
cafeina citrato 20mg/ml (ampola 1ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
cafeina citrato 20mg/ml (ampola 1ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
cafeina citrato 20mg/ml (ampola 1ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
cafeina citrato 20mg/ml (ampola 1ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
cafeina citrato 20mg/ml (ampola 1ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
cafeina citrato 20mg/ml (ampola 1ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
cafeina citrato 20mg/ml (ampola 1ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
cafeina citrato 20mg/ml (ampola 1ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
cafeina citrato 20mg/ml (ampola 1ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
cafeina citrato 20mg/ml (ampola 1ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
cafeina citrato 20mg/ml (ampola 1ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
cefazolina 1.000mg (frasco-ampola);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
cefazolina 1.000mg (frasco-ampola);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
cefazolina 1.000mg (frasco-ampola);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
cefazolina 1.000mg (frasco-ampola);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
cefazolina 1.000mg (frasco-ampola);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
cefazolina 1.000mg (frasco-ampola);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
cefazolina 1.000mg (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
cefazolina 1.000mg (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
cefazolina 1.000mg (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
cefazolina 1.000mg (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
cefazolina 1.000mg (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
cefepima 1.000mg (frasco-ampola);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
cefepima 1.000mg (frasco-ampola);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
cefepima 1.000mg (frasco-ampola);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
cefepima 1.000mg (frasco-ampola);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
cefepima 1.000mg (frasco-ampola);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
cefepima 1.000mg (frasco-ampola);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
cefepima 1.000mg (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
cefepima 1.000mg (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
cefepima 1.000mg (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
cefepima 1.000mg (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
cefepima 1.000mg (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
ceftazidima 2.000mg + avibactam 500mg (frasco-ampola);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
ceftazidima 2.000mg + avibactam 500mg (frasco-ampola);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
ceftazidima 2.000mg + avibactam 500mg (frasco-ampola);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
ceftazidima 2.000mg + avibactam 500mg (frasco-ampola);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
ceftazidima 2.000mg + avibactam 500mg (frasco-ampola);tempo_infusao_min;tempo de infusão não informado ou administração em bolus;HU-UFGD_v3
ceftazidima 2.000mg + avibactam 500mg (frasco-ampola);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
ceftazidima 2.000mg + avibactam 500mg (frasco-ampola);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
ceftazidima 2.000mg + avibactam 500mg (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
ceftazidima 2.000mg + avibactam 500mg (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
ceftazidima 2.000mg + avibactam 500mg (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
ceftazidima 2.000mg + avibactam 500mg (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
ceftazidima 2.000mg + avibactam 500mg (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
ceftriaxona 500mg (frasco-ampola);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
ceftriaxona 500mg (frasco-ampola);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
ceftriaxona 500mg (frasco-ampola);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
ceftriaxona 500mg (frasco-ampola);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
ceftriaxona 500mg (frasco-ampola);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
ceftriaxona 500mg (frasco-ampola);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
ceftriaxona 500mg (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
ceftriaxona 500mg (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
ceftriaxona 500mg (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
ceftriaxona 500mg (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
ceftriaxona 500mg (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
ceftriaxona 1.000mg (frasco-ampola) + diluente proprio;reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
ceftriaxona 1.000mg (frasco-ampola) + diluente proprio;reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
ceftriaxona 1.000mg (frasco-ampola) + diluente proprio;reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
ceftriaxona 1.000mg (frasco-ampola) + diluente proprio;diluicao_solucao;solução de diluição não informada no guia (via não é EV ou sem diluição);HU-UFGD_v3
ceftriaxona 1.000mg (frasco-ampola) + diluente proprio;concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
ceftriaxona 1.000mg (frasco-ampola) + diluente proprio;tempo_infusao_min;tempo de infusão não informado ou administração em bolus;HU-UFGD_v3
ceftriaxona 1.000mg (frasco-ampola) + diluente proprio;velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
ceftriaxona 1.000mg (frasco-ampola) + diluente proprio;estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
ceftriaxona 1.000mg (frasco-ampola) + diluente proprio;estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
ceftriaxona 1.000mg (frasco-ampola) + diluente proprio;fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
ceftriaxona 1.000mg (frasco-ampola) + diluente proprio;acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
ceftriaxona 1.000mg (frasco-ampola) + diluente proprio;ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
ceftriaxona 1.000mg (frasco-ampola) + diluente proprio;incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
cefuroxima 750mg (frasco-ampola);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
cefuroxima 750mg (frasco-ampola);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
cefuroxima 750mg (frasco-ampola);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
cefuroxima 750mg (frasco-ampola);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
cefuroxima 750mg (frasco-ampola);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
cefuroxima 750mg (frasco-ampola);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
cefuroxima 750mg (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
cefuroxima 750mg (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
cefuroxima 750mg (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
cefuroxima 750mg (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
cefuroxima 750mg (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
ciprofloxacino 200mg (bolsa-100ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
ciprofloxacino 200mg (bolsa-100ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
ciprofloxacino 200mg (bolsa-100ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
ciprofloxacino 200mg (bolsa-100ml);diluicao_solucao;solução de diluição não informada no guia (via não é EV ou sem diluição);HU-UFGD_v3
ciprofloxacino 200mg (bolsa-100ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
ciprofloxacino 200mg (bolsa-100ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
ciprofloxacino 200mg (bolsa-100ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
ciprofloxacino 200mg (bolsa-100ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
ciprofloxacino 200mg (bolsa-100ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
ciprofloxacino 200mg (bolsa-100ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
ciprofloxacino 200mg (bolsa-100ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
ciprofloxacino 200mg (bolsa-100ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
cetoprofeno 100mg (frasco-ampola);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
cetoprofeno 100mg (frasco-ampola);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
cetoprofeno 100mg (frasco-ampola);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
cetoprofeno 100mg (frasco-ampola);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
cetoprofeno 100mg (frasco-ampola);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
cetoprofeno 100mg (frasco-ampola);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
cetoprofeno 100mg (frasco-ampola);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
cetoprofeno 100mg (frasco-ampola);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
cetoprofeno 100mg (frasco-ampola);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
cetoprofeno 100mg (frasco-ampola);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
cetoprofeno 100mg (frasco-ampola);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
cisatracurio 2mg/ml (frasco 5ml);reconstituicao_diluente;reconstituição não informada no guia para esta apresentação;HU-UFGD_v3
cisatracurio 2mg/ml (frasco 5ml);reconstituicao_volume_ml;volume de reconstituição não informado no guia;HU-UFGD_v3
cisatracurio 2mg/ml (frasco 5ml);reconstituicao_concentracao;concentração de reconstituição não informada;HU-UFGD_v3
cisatracurio 2mg/ml (frasco 5ml);concentracao_maxima;concentração máxima não informada no guia;HU-UFGD_v3
cisatracurio 2mg/ml (frasco 5ml);tempo_infusao_min;tempo de infusão não informado ou administração em bolus;HU-UFGD_v3
cisatracurio 2mg/ml (frasco 5ml);velocidade_max;velocidade máxima não capturada pelo parser;HU-UFGD_v3
cisatracurio 2mg/ml (frasco 5ml);estabilidade_ta_h;estabilidade à temperatura ambiente não informada;HU-UFGD_v3
cisatracurio 2mg/ml (frasco 5ml);estabilidade_refrig_h;estabilidade refrigerada não informada;HU-UFGD_v3
cisatracurio 2mg/ml (frasco 5ml);fotossensivel;fotossensibilidade não informada;HU-UFGD_v3
cisatracurio 2mg/ml (frasco 5ml);acesso;tipo de acesso (periférico/central) não informado;HU-UFGD_v3
cisatracurio 2mg/ml (frasco 5ml);ajuste_renal_regra;regra de ajuste renal não capturada (campo ajuste_renal vazio);HU-UFGD_v3
cisatracurio 2mg/ml (frasco 5ml);incompatibilidades;incompatibilidades não informadas;HU-UFGD_v3
